ID	words	gloss	light_type	rotation	color	num_train_images
266	sun, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.59, 1.0, 1.0)	A violet color sun light	SUN	(0.4087, 5.2417, -4.3165)	(1.0, 0.59, 1.0, 1.0)	1
267	spot, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.59, 1.0, 1.0)	A violet color spot light	SPOT	(0.4087, 5.2417, -4.3165)	(1.0, 0.59, 1.0, 1.0)	1
268	area, rotation at (0.4087, 5.2417, -4.3165), color is (1.0, 0.59, 1.0, 1.0)	A violet color area light	AREA	(0.4087, 5.2417, -4.3165)	(1.0, 0.59, 1.0, 1.0)	1
269	point, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.65, 1.0, 1.0)	A violet color point light	POINT	(2.0202, -3.6113, 1.1745)	(1.0, 0.65, 1.0, 1.0)	1
270	sun, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.65, 1.0, 1.0)	A violet color sun light	SUN	(2.0202, -3.6113, 1.1745)	(1.0, 0.65, 1.0, 1.0)	1
271	spot, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.65, 1.0, 1.0)	A violet color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(1.0, 0.65, 1.0, 1.0)	1
272	area, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.65, 1.0, 1.0)	A violet color area light	AREA	(2.0202, -3.6113, 1.1745)	(1.0, 0.65, 1.0, 1.0)	1
273	point, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.99, 0.85, 1.0)	A cornsilk color point light	POINT	(2.0202, -3.6113, 1.1745)	(1.0, 0.99, 0.85, 1.0)	1
274	sun, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.99, 0.85, 1.0)	A cornsilk color sun light	SUN	(2.0202, -3.6113, 1.1745)	(1.0, 0.99, 0.85, 1.0)	1
275	spot, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.99, 0.85, 1.0)	A cornsilk color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(1.0, 0.99, 0.85, 1.0)	1
276	area, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.99, 0.85, 1.0)	A cornsilk color area light	AREA	(2.0202, -3.6113, 1.1745)	(1.0, 0.99, 0.85, 1.0)	1
277	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 1.0, 1.0)	1
278	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 1.0, 1.0)	1
279	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 1.0, 1.0)	1
280	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 1.0, 1.0)	1
281	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 0.88, 1.0)	A paleturquoise color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 0.88, 1.0)	1
282	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 0.88, 1.0)	A paleturquoise color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 0.88, 1.0)	1
283	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 0.88, 1.0)	A paleturquoise color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 0.88, 1.0)	1
284	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.71, 1.0, 0.88, 1.0)	A paleturquoise color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.71, 1.0, 0.88, 1.0)	1
285	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.62, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.62, 1.0, 1.0, 1.0)	1
286	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.62, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.62, 1.0, 1.0, 1.0)	1
287	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.62, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.62, 1.0, 1.0, 1.0)	1
288	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.62, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.62, 1.0, 1.0, 1.0)	1
289	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.64, 1.0, 0.98, 1.0)	A paleturquoise color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.64, 1.0, 0.98, 1.0)	1
290	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.64, 1.0, 0.98, 1.0)	A paleturquoise color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.64, 1.0, 0.98, 1.0)	1
291	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.64, 1.0, 0.98, 1.0)	A paleturquoise color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.64, 1.0, 0.98, 1.0)	1
292	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.64, 1.0, 0.98, 1.0)	A paleturquoise color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.64, 1.0, 0.98, 1.0)	1
293	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.21, 0.8, 0.98, 1.0)	A turquoise color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.21, 0.8, 0.98, 1.0)	1
294	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.21, 0.8, 0.98, 1.0)	A turquoise color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.21, 0.8, 0.98, 1.0)	1
295	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.21, 0.8, 0.98, 1.0)	A turquoise color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.21, 0.8, 0.98, 1.0)	1
296	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.21, 0.8, 0.98, 1.0)	A turquoise color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.21, 0.8, 0.98, 1.0)	1
297	point, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 1.0, 0.79, 1.0)	A lemonchiffon color point light	POINT	(2.0202, -3.6113, 1.1745)	(1.0, 1.0, 0.79, 1.0)	1
298	sun, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 1.0, 0.79, 1.0)	A lemonchiffon color sun light	SUN	(2.0202, -3.6113, 1.1745)	(1.0, 1.0, 0.79, 1.0)	1
299	spot, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 1.0, 0.79, 1.0)	A lemonchiffon color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(1.0, 1.0, 0.79, 1.0)	1
300	area, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 1.0, 0.79, 1.0)	A lemonchiffon color area light	AREA	(2.0202, -3.6113, 1.1745)	(1.0, 1.0, 0.79, 1.0)	1
301	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.86, 0.68, 1.0, 1.0)	A plum color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.86, 0.68, 1.0, 1.0)	1
302	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.86, 0.68, 1.0, 1.0)	A plum color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.86, 0.68, 1.0, 1.0)	1
303	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.86, 0.68, 1.0, 1.0)	A plum color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.86, 0.68, 1.0, 1.0)	1
304	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.86, 0.68, 1.0, 1.0)	A plum color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.86, 0.68, 1.0, 1.0)	1
305	point, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.38, 1.0, 1.0)	A violet color point light	POINT	(2.0202, -3.6113, 1.1745)	(1.0, 0.38, 1.0, 1.0)	1
306	sun, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.38, 1.0, 1.0)	A violet color sun light	SUN	(2.0202, -3.6113, 1.1745)	(1.0, 0.38, 1.0, 1.0)	1
307	spot, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.38, 1.0, 1.0)	A violet color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(1.0, 0.38, 1.0, 1.0)	1
308	area, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.38, 1.0, 1.0)	A violet color area light	AREA	(2.0202, -3.6113, 1.1745)	(1.0, 0.38, 1.0, 1.0)	1
309	point, rotation at (2.0202, -3.6113, 1.1745), color is (0.87, 1.0, 0.48, 1.0)	A khaki color point light	POINT	(2.0202, -3.6113, 1.1745)	(0.87, 1.0, 0.48, 1.0)	1
310	sun, rotation at (2.0202, -3.6113, 1.1745), color is (0.87, 1.0, 0.48, 1.0)	A khaki color sun light	SUN	(2.0202, -3.6113, 1.1745)	(0.87, 1.0, 0.48, 1.0)	1
311	spot, rotation at (2.0202, -3.6113, 1.1745), color is (0.87, 1.0, 0.48, 1.0)	A khaki color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(0.87, 1.0, 0.48, 1.0)	1
312	area, rotation at (2.0202, -3.6113, 1.1745), color is (0.87, 1.0, 0.48, 1.0)	A khaki color area light	AREA	(2.0202, -3.6113, 1.1745)	(0.87, 1.0, 0.48, 1.0)	1
313	point, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.7, 0.98, 1.0)	A plum color point light	POINT	(2.0202, -3.6113, 1.1745)	(1.0, 0.7, 0.98, 1.0)	1
314	sun, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.7, 0.98, 1.0)	A plum color sun light	SUN	(2.0202, -3.6113, 1.1745)	(1.0, 0.7, 0.98, 1.0)	1
315	spot, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.7, 0.98, 1.0)	A plum color spot light	SPOT	(2.0202, -3.6113, 1.1745)	(1.0, 0.7, 0.98, 1.0)	1
316	area, rotation at (2.0202, -3.6113, 1.1745), color is (1.0, 0.7, 0.98, 1.0)	A plum color area light	AREA	(2.0202, -3.6113, 1.1745)	(1.0, 0.7, 0.98, 1.0)	1
317	point, rotation at (1.0948, 5.9136, 0.1801), color is (0.54, 1.0, 1.0, 1.0)	A aquamarine color point light	POINT	(1.0948, 5.9136, 0.1801)	(0.54, 1.0, 1.0, 1.0)	1
318	sun, rotation at (1.0948, 5.9136, 0.1801), color is (0.54, 1.0, 1.0, 1.0)	A aquamarine color sun light	SUN	(1.0948, 5.9136, 0.1801)	(0.54, 1.0, 1.0, 1.0)	1
319	spot, rotation at (1.0948, 5.9136, 0.1801), color is (0.54, 1.0, 1.0, 1.0)	A aquamarine color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(0.54, 1.0, 1.0, 1.0)	1
320	area, rotation at (1.0948, 5.9136, 0.1801), color is (0.54, 1.0, 1.0, 1.0)	A aquamarine color area light	AREA	(1.0948, 5.9136, 0.1801)	(0.54, 1.0, 1.0, 1.0)	1
321	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 0.95, 1.0)	A violet color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 0.95, 1.0)	1
322	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 0.95, 1.0)	A violet color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 0.95, 1.0)	1
323	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 0.95, 1.0)	A violet color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 0.95, 1.0)	1
324	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 0.95, 1.0)	A violet color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 0.95, 1.0)	1
325	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.99, 0.72, 1.0)	A lemonchiffon color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.99, 0.72, 1.0)	1
326	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.99, 0.72, 1.0)	A lemonchiffon color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.99, 0.72, 1.0)	1
327	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.99, 0.72, 1.0)	A lemonchiffon color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.99, 0.72, 1.0)	1
328	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.99, 0.72, 1.0)	A lemonchiffon color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.99, 0.72, 1.0)	1
329	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.83, 0.9, 1.0)	A mistyrose color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.83, 0.9, 1.0)	1
330	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.83, 0.9, 1.0)	A mistyrose color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.83, 0.9, 1.0)	1
331	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.83, 0.9, 1.0)	A mistyrose color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.83, 0.9, 1.0)	1
332	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.83, 0.9, 1.0)	A mistyrose color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.83, 0.9, 1.0)	1
333	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.96, 0.99, 1.0)	A snow color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.96, 0.99, 1.0)	1
334	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.96, 0.99, 1.0)	A snow color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.96, 0.99, 1.0)	1
335	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.96, 0.99, 1.0)	A snow color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.96, 0.99, 1.0)	1
336	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.96, 0.99, 1.0)	A snow color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.96, 0.99, 1.0)	1
337	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.62, 0.48, 1.0)	A lightsalmon color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.62, 0.48, 1.0)	1
338	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.62, 0.48, 1.0)	A lightsalmon color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.62, 0.48, 1.0)	1
339	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.62, 0.48, 1.0)	A lightsalmon color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.62, 0.48, 1.0)	1
340	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.62, 0.48, 1.0)	A lightsalmon color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.62, 0.48, 1.0)	1
341	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 1.0, 1.0)	A violet color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 1.0, 1.0)	1
342	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 1.0, 1.0)	A violet color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 1.0, 1.0)	1
343	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 1.0, 1.0)	A violet color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 1.0, 1.0)	1
344	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.63, 1.0, 1.0)	A violet color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.63, 1.0, 1.0)	1
345	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.72, 1.0, 1.0)	A pink color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.72, 1.0, 1.0)	1
346	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.72, 1.0, 1.0)	A pink color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.72, 1.0, 1.0)	1
347	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.72, 1.0, 1.0)	A pink color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.72, 1.0, 1.0)	1
348	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.72, 1.0, 1.0)	A pink color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.72, 1.0, 1.0)	1
349	point, rotation at (1.0948, 5.9136, 0.1801), color is (0.6, 0.97, 1.0, 1.0)	A paleturquoise color point light	POINT	(1.0948, 5.9136, 0.1801)	(0.6, 0.97, 1.0, 1.0)	1
350	sun, rotation at (1.0948, 5.9136, 0.1801), color is (0.6, 0.97, 1.0, 1.0)	A paleturquoise color sun light	SUN	(1.0948, 5.9136, 0.1801)	(0.6, 0.97, 1.0, 1.0)	1
351	spot, rotation at (1.0948, 5.9136, 0.1801), color is (0.6, 0.97, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(0.6, 0.97, 1.0, 1.0)	1
352	area, rotation at (1.0948, 5.9136, 0.1801), color is (0.6, 0.97, 1.0, 1.0)	A paleturquoise color area light	AREA	(1.0948, 5.9136, 0.1801)	(0.6, 0.97, 1.0, 1.0)	1
353	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.52, 0.58, 1.0)	A lightcoral color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.52, 0.58, 1.0)	1
354	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.52, 0.58, 1.0)	A lightcoral color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.52, 0.58, 1.0)	1
355	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.52, 0.58, 1.0)	A lightcoral color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.52, 0.58, 1.0)	1
356	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.52, 0.58, 1.0)	A lightcoral color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.52, 0.58, 1.0)	1
357	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.65, 1.0, 1.0)	A violet color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 0.65, 1.0, 1.0)	1
358	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.65, 1.0, 1.0)	A violet color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 0.65, 1.0, 1.0)	1
359	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.65, 1.0, 1.0)	A violet color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 0.65, 1.0, 1.0)	1
360	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 0.65, 1.0, 1.0)	A violet color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 0.65, 1.0, 1.0)	1
361	point, rotation at (1.0948, 5.9136, 0.1801), color is (0.18, 1.0, 0.85, 1.0)	A turquoise color point light	POINT	(1.0948, 5.9136, 0.1801)	(0.18, 1.0, 0.85, 1.0)	1
362	sun, rotation at (1.0948, 5.9136, 0.1801), color is (0.18, 1.0, 0.85, 1.0)	A turquoise color sun light	SUN	(1.0948, 5.9136, 0.1801)	(0.18, 1.0, 0.85, 1.0)	1
363	spot, rotation at (1.0948, 5.9136, 0.1801), color is (0.18, 1.0, 0.85, 1.0)	A turquoise color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(0.18, 1.0, 0.85, 1.0)	1
364	area, rotation at (1.0948, 5.9136, 0.1801), color is (0.18, 1.0, 0.85, 1.0)	A turquoise color area light	AREA	(1.0948, 5.9136, 0.1801)	(0.18, 1.0, 0.85, 1.0)	1
365	point, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 1.0, 0.71, 1.0)	A lemonchiffon color point light	POINT	(1.0948, 5.9136, 0.1801)	(1.0, 1.0, 0.71, 1.0)	1
366	sun, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 1.0, 0.71, 1.0)	A lemonchiffon color sun light	SUN	(1.0948, 5.9136, 0.1801)	(1.0, 1.0, 0.71, 1.0)	1
367	spot, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 1.0, 0.71, 1.0)	A lemonchiffon color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(1.0, 1.0, 0.71, 1.0)	1
368	area, rotation at (1.0948, 5.9136, 0.1801), color is (1.0, 1.0, 0.71, 1.0)	A lemonchiffon color area light	AREA	(1.0948, 5.9136, 0.1801)	(1.0, 1.0, 0.71, 1.0)	1
369	point, rotation at (1.0948, 5.9136, 0.1801), color is (0.79, 0.75, 1.0, 1.0)	A lightsteelblue color point light	POINT	(1.0948, 5.9136, 0.1801)	(0.79, 0.75, 1.0, 1.0)	1
370	sun, rotation at (1.0948, 5.9136, 0.1801), color is (0.79, 0.75, 1.0, 1.0)	A lightsteelblue color sun light	SUN	(1.0948, 5.9136, 0.1801)	(0.79, 0.75, 1.0, 1.0)	1
371	spot, rotation at (1.0948, 5.9136, 0.1801), color is (0.79, 0.75, 1.0, 1.0)	A lightsteelblue color spot light	SPOT	(1.0948, 5.9136, 0.1801)	(0.79, 0.75, 1.0, 1.0)	1
372	area, rotation at (1.0948, 5.9136, 0.1801), color is (0.79, 0.75, 1.0, 1.0)	A lightsteelblue color area light	AREA	(1.0948, 5.9136, 0.1801)	(0.79, 0.75, 1.0, 1.0)	1
373	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.74, 1.0, 0.31, 1.0)	A greenyellow color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.74, 1.0, 0.31, 1.0)	1
374	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.74, 1.0, 0.31, 1.0)	A greenyellow color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.74, 1.0, 0.31, 1.0)	1
375	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.74, 1.0, 0.31, 1.0)	A greenyellow color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.74, 1.0, 0.31, 1.0)	1
376	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.74, 1.0, 0.31, 1.0)	A greenyellow color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.74, 1.0, 0.31, 1.0)	1
377	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.79, 1.0, 1.0)	A lavender color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.8, 0.79, 1.0, 1.0)	1
378	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.79, 1.0, 1.0)	A lavender color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.8, 0.79, 1.0, 1.0)	1
379	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.79, 1.0, 1.0)	A lavender color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.8, 0.79, 1.0, 1.0)	1
380	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.8, 0.79, 1.0, 1.0)	A lavender color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.8, 0.79, 1.0, 1.0)	1
381	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.61, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.61, 1.0, 1.0, 1.0)	1
382	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.61, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.61, 1.0, 1.0, 1.0)	1
383	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.61, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.61, 1.0, 1.0, 1.0)	1
384	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.61, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.61, 1.0, 1.0, 1.0)	1
385	point, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.54, 1.0, 1.0)	A violet color point light	POINT	(0.2014, 4.1501, -3.1511)	(1.0, 0.54, 1.0, 1.0)	1
386	sun, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.54, 1.0, 1.0)	A violet color sun light	SUN	(0.2014, 4.1501, -3.1511)	(1.0, 0.54, 1.0, 1.0)	1
387	spot, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.54, 1.0, 1.0)	A violet color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(1.0, 0.54, 1.0, 1.0)	1
388	area, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.54, 1.0, 1.0)	A violet color area light	AREA	(0.2014, 4.1501, -3.1511)	(1.0, 0.54, 1.0, 1.0)	1
389	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.55, 1.0, 1.0, 1.0)	A paleturquoise color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.55, 1.0, 1.0, 1.0)	1
390	sun, rotation at (0.2014, 4.1501, -3.1511), color is (0.55, 1.0, 1.0, 1.0)	A paleturquoise color sun light	SUN	(0.2014, 4.1501, -3.1511)	(0.55, 1.0, 1.0, 1.0)	1
391	spot, rotation at (0.2014, 4.1501, -3.1511), color is (0.55, 1.0, 1.0, 1.0)	A paleturquoise color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(0.55, 1.0, 1.0, 1.0)	1
392	area, rotation at (0.2014, 4.1501, -3.1511), color is (0.55, 1.0, 1.0, 1.0)	A paleturquoise color area light	AREA	(0.2014, 4.1501, -3.1511)	(0.55, 1.0, 1.0, 1.0)	1
393	point, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.81, 1.0, 1.0)	A lavender color point light	POINT	(0.2014, 4.1501, -3.1511)	(1.0, 0.81, 1.0, 1.0)	1
394	sun, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.81, 1.0, 1.0)	A lavender color sun light	SUN	(0.2014, 4.1501, -3.1511)	(1.0, 0.81, 1.0, 1.0)	1
395	spot, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.81, 1.0, 1.0)	A lavender color spot light	SPOT	(0.2014, 4.1501, -3.1511)	(1.0, 0.81, 1.0, 1.0)	1
396	area, rotation at (0.2014, 4.1501, -3.1511), color is (1.0, 0.81, 1.0, 1.0)	A lavender color area light	AREA	(0.2014, 4.1501, -3.1511)	(1.0, 0.81, 1.0, 1.0)	1
397	point, rotation at (0.2014, 4.1501, -3.1511), color is (0.95, 0.96, 1.0, 1.0)	A aliceblue color point light	POINT	(0.2014, 4.1501, -3.1511)	(0.95, 0.96, 1.0, 1.0)	1
